"gene_symbol","hgnc_id","gene_url","disease_label","mondo_id","disease_url","mode_of_inheritance","dosage_haploinsufficiency_assertion","dosage_triplosensitivity_assertion","dosage_report","dosage_group","gene_disease_validity_assertion_classifications","gene_disease_validity_assertion_reports","gene_disease_validity_gceps","actionability_assertion_classifications","actionability_assertion_reports","actionability_groups"
"ACOX1","HGNC:119","https://search.clinicalgenome.org/kb/genes/HGNC:119","Mitchell syndrome","MONDO:0030073","https://search.clinicalgenome.org/kb/conditions/MONDO:0030073","Autosomal dominant inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (11/20/2014)","0 - No Evidence for Triplosensitivity (11/20/2014)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:119","Dosage Working Group","strong evidence (12/29/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2efeef00-0803-472b-8e25-080e4728c018-2022-12-29T170000.000Z","Peroxisomal Disorders","","",""
"ACOX2","HGNC:120","https://search.clinicalgenome.org/kb/genes/HGNC:120","congenital bile acid synthesis defect 6","MONDO:0015015","https://search.clinicalgenome.org/kb/conditions/MONDO:0015015","Autosomal recessive inheritance","","","","","definitive evidence (07/25/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5627eadb-12f9-4768-915c-3da73c425650-2024-07-25T180000.000Z","General Inborn Errors of Metabolism","","",""
"ACP5","HGNC:124","https://search.clinicalgenome.org/kb/genes/HGNC:124","Spondyloenchondrodysplasia with immune dysregulation","MONDO:0011939","https://search.clinicalgenome.org/kb/conditions/MONDO:0011939","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:124","Dosage Working Group","","","","","",""
"ACSF3","HGNC:27288","https://search.clinicalgenome.org/kb/genes/HGNC:27288","combined malonic and methylmalonic acidemia","MONDO:0013661","https://search.clinicalgenome.org/kb/conditions/MONDO:0013661","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:27288","Dosage Working Group","definitive evidence (10/09/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b215e20c-7781-49a0-b473-9219cb07e0b9-2020-10-09T160000.000Z","Aminoacidopathy","","",""
"ACSL4","HGNC:3571","https://search.clinicalgenome.org/kb/genes/HGNC:3571","non-syndromic X-linked intellectual disability","MONDO:0019181","https://search.clinicalgenome.org/kb/conditions/MONDO:0019181","X-linked inheritance","1 - Little Evidence for Haploinsufficiency (06/10/2025)","0 - No Evidence for Triplosensitivity (06/10/2025)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3571","Dosage Working Group","definitive evidence (01/10/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b4da722c-f7fc-4dc4-ad19-1d1b023d488f-2023-01-10T190000.000Z","Intellectual Disability and Autism","","",""
"ACSL4","HGNC:3571","https://search.clinicalgenome.org/kb/genes/HGNC:3571","intellectual disability, X-linked 63","MONDO:0010313","https://search.clinicalgenome.org/kb/conditions/MONDO:0010313","N/A","1 - Little Evidence for Haploinsufficiency (06/10/2025)","0 - No Evidence for Triplosensitivity (06/10/2025)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3571","Dosage Working Group","","","","","",""
"ACTA1","HGNC:129","https://search.clinicalgenome.org/kb/genes/HGNC:129","alpha-actinopathy","MONDO:0100084","https://search.clinicalgenome.org/kb/conditions/MONDO:0100084","Autosomal dominant inheritance | Autosomal recessive inheritance","","","","","definitive evidence (02/26/2024) | definitive evidence (02/26/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ba47597e-07a0-45e3-a971-f15807e8a1a4-2024-02-26T170000.000Z | https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_098a7b3a-26ab-4915-8187-f6db682cef4f-2024-02-26T170000.000Z","Congenital Myopathies | Congenital Myopathies","","",""
"ACTA2","HGNC:130","https://search.clinicalgenome.org/kb/genes/HGNC:130","multisystemic smooth muscle dysfunction syndrome","MONDO:0013452","https://search.clinicalgenome.org/kb/conditions/MONDO:0013452","Autosomal dominant inheritance","1 - Little Evidence for Haploinsufficiency (09/28/2022)","0 - No Evidence for Triplosensitivity (09/28/2022)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:130","Dosage Working Group","definitive evidence (01/24/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2f4fb1fe-4b82-481d-a81d-398eea46acc5-2025-01-24T170000.000Z","Hereditary Cardiovascular Disease","","",""
"ACTA2","HGNC:130","https://search.clinicalgenome.org/kb/genes/HGNC:130","familial thoracic aortic aneurysm and aortic dissection","MONDO:0019625","https://search.clinicalgenome.org/kb/conditions/MONDO:0019625","N/A","1 - Little Evidence for Haploinsufficiency (09/28/2022)","0 - No Evidence for Triplosensitivity (09/28/2022)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:130","Dosage Working Group","","","","Strong Actionability (03/01/2019) | Strong Actionability (03/01/2019)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC134 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC134","Adult Actionability Working Group | Pediatric Actionability Working Group"
"ACTB","HGNC:132","https://search.clinicalgenome.org/kb/genes/HGNC:132","Baraitser-Winter cerebrofrontofacial syndrome","MONDO:0017579","https://search.clinicalgenome.org/kb/conditions/MONDO:0017579","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (02/08/2022)","0 - No Evidence for Triplosensitivity (02/08/2022)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:132","Dosage Working Group","definitive evidence (10/26/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fa13dfad-ab93-4521-874a-5ede8f608fe4-2021-10-26T165835.977Z","Brain Malformations","","",""
"ACTB","HGNC:132","https://search.clinicalgenome.org/kb/genes/HGNC:132","ACTB-associated syndromic thrombocytopenia","MONDO:0100433","https://search.clinicalgenome.org/kb/conditions/MONDO:0100433","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (02/08/2022)","0 - No Evidence for Triplosensitivity (02/08/2022)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:132","Dosage Working Group","moderate evidence (06/03/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9cee7fd2-09f7-41dc-9742-542917d856b0-2024-06-03T160000.000Z","Hemostasis Thrombosis","","",""
"ACTB","HGNC:132","https://search.clinicalgenome.org/kb/genes/HGNC:132","syndromic intellectual disability","MONDO:0000508","https://search.clinicalgenome.org/kb/conditions/MONDO:0000508","N/A","0 - No Evidence for Haploinsufficiency (02/08/2022)","0 - No Evidence for Triplosensitivity (02/08/2022)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:132","Dosage Working Group","","","","","",""
"ACTC1","HGNC:143","https://search.clinicalgenome.org/kb/genes/HGNC:143","hypertrophic cardiomyopathy","MONDO:0005045","https://search.clinicalgenome.org/kb/conditions/MONDO:0005045","Autosomal dominant inheritance","1 - Little Evidence for Haploinsufficiency (09/10/2024)","0 - No Evidence for Triplosensitivity (09/10/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:143","Dosage Working Group","definitive evidence (06/23/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2f62793b-0015-46eb-bb51-bddbae25ba0d-2021-06-23T201616.296Z","Hypertrophic Cardiomyopathy","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"ACTC1","HGNC:143","https://search.clinicalgenome.org/kb/genes/HGNC:143","arrhythmogenic right ventricular cardiomyopathy","MONDO:0016587","https://search.clinicalgenome.org/kb/conditions/MONDO:0016587","Autosomal dominant inheritance","1 - Little Evidence for Haploinsufficiency (09/10/2024)","0 - No Evidence for Triplosensitivity (09/10/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:143","Dosage Working Group","no known disease relationship (03/15/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_748d4255-ef43-4b42-b9f1-1cdbc50de763-2019-03-15T160000.000Z","Arrhythmogenic Right Ventricular Cardiomyopathy","","",""
"ACTC1","HGNC:143","https://search.clinicalgenome.org/kb/genes/HGNC:143","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","1 - Little Evidence for Haploinsufficiency (09/10/2024)","0 - No Evidence for Triplosensitivity (09/10/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:143","Dosage Working Group","moderate evidence (04/25/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3e9b4048-3003-4180-b891-fcf10d25a814-2025-04-25T040000.000Z","Dilated Cardiomyopathy","","",""
"ACTC1","HGNC:143","https://search.clinicalgenome.org/kb/genes/HGNC:143","hypertrophic cardiomyopathy 11","MONDO:0012799","https://search.clinicalgenome.org/kb/conditions/MONDO:0012799","N/A","1 - Little Evidence for Haploinsufficiency (09/10/2024)","0 - No Evidence for Triplosensitivity (09/10/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:143","Dosage Working Group","","","","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"ACTC1","HGNC:143","https://search.clinicalgenome.org/kb/genes/HGNC:143","familial hypertrophic cardiomyopathy","MONDO:0024573","https://search.clinicalgenome.org/kb/conditions/MONDO:0024573","N/A","1 - Little Evidence for Haploinsufficiency (09/10/2024)","0 - No Evidence for Triplosensitivity (09/10/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:143","Dosage Working Group","","","","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"ACTC1","HGNC:143","https://search.clinicalgenome.org/kb/genes/HGNC:143","cardiogenetic disease","MONDO:0100547","https://search.clinicalgenome.org/kb/conditions/MONDO:0100547","N/A","1 - Little Evidence for Haploinsufficiency (09/10/2024)","0 - No Evidence for Triplosensitivity (09/10/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:143","Dosage Working Group","","","","","",""
"ACTG1","HGNC:144","https://search.clinicalgenome.org/kb/genes/HGNC:144","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal dominant inheritance","","","","","definitive evidence (01/07/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_db9f5d19-5ebc-4a1a-a4c3-79ff27f69a0e-2019-01-07T170000.000Z","Hearing Loss","","",""
"ACTG1","HGNC:144","https://search.clinicalgenome.org/kb/genes/HGNC:144","Baraitser-winter syndrome 2","MONDO:0013812","https://search.clinicalgenome.org/kb/conditions/MONDO:0013812","Autosomal dominant inheritance","","","","","definitive evidence (01/07/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9969a221-1ce9-44c6-8ab7-2ad5f7ccd5ab-2019-01-07T170000.000Z","Hearing Loss","","",""
"ACTG1","HGNC:144","https://search.clinicalgenome.org/kb/genes/HGNC:144","","CGGV:FREETEXT_5710bf1a-49db-4189-b02a-9c51a46e50f1","https://search.clinicalgenome.org/kb/conditions/CGGV:FREETEXT_5710bf1a-49db-4189-b02a-9c51a46e50f1","N/A","","","","","","","","","",""
"ACTL6A","HGNC:24124","https://search.clinicalgenome.org/kb/genes/HGNC:24124","ACTL6A-related BAFopathy","MONDO:0700121","https://search.clinicalgenome.org/kb/conditions/MONDO:0700121","Autosomal dominant inheritance","","","","","moderate evidence (07/21/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9278e3c0-9174-4aed-8c13-b34618e88825-2023-07-21T160000.000Z","Syndromic Disorders","","",""
"ACTL6B","HGNC:160","https://search.clinicalgenome.org/kb/genes/HGNC:160","genetic developmental and epileptic encephalopathy","MONDO:0100062","https://search.clinicalgenome.org/kb/conditions/MONDO:0100062","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (11/23/2022)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:160","Dosage Working Group","","","","","",""
"ACTN1","HGNC:163","https://search.clinicalgenome.org/kb/genes/HGNC:163","platelet-type bleeding disorder 15","MONDO:0014078","https://search.clinicalgenome.org/kb/conditions/MONDO:0014078","Autosomal dominant inheritance","","","","","definitive evidence (11/25/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_215f3113-cfb6-44cc-a68b-1eb6539c9fa0-2020-11-25T170000.000Z","Hemostasis Thrombosis","","",""
"ACTN2","HGNC:164","https://search.clinicalgenome.org/kb/genes/HGNC:164","ACTN2-related cardiac and skeletal myopathy","MONDO:0700349","https://search.clinicalgenome.org/kb/conditions/MONDO:0700349","Autosomal dominant inheritance","","","","","definitive evidence (07/23/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6710e329-d391-4355-85a5-02d03f8791a3-2025-07-23T040000.000Z","Hereditary Cardiovascular Disease","","",""
"ACVR1","HGNC:171","https://search.clinicalgenome.org/kb/genes/HGNC:171","congenital heart disease","MONDO:0005453","https://search.clinicalgenome.org/kb/conditions/MONDO:0005453","Autosomal dominant inheritance","","","","","limited evidence (08/14/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a34f19aa-a12e-483c-ae09-a0fce770647b-2023-08-14T160000.000Z","Congenital Heart Disease","","",""
"ACVR1","HGNC:171","https://search.clinicalgenome.org/kb/genes/HGNC:171","fibrodysplasia ossificans progressiva","MONDO:0007606","https://search.clinicalgenome.org/kb/conditions/MONDO:0007606","Autosomal dominant inheritance","","","","","definitive evidence (03/01/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0439e75f-fc1b-4841-8c9a-17f3568ce8a4-2023-03-01T170000.000Z","Skeletal Disorders","","",""
"ACVRL1","HGNC:175","https://search.clinicalgenome.org/kb/genes/HGNC:175","telangiectasia, hereditary hemorrhagic, type 2","MONDO:0010880","https://search.clinicalgenome.org/kb/conditions/MONDO:0010880","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (02/11/2025)","0 - No Evidence for Triplosensitivity (02/11/2025)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:175","Dosage Working Group","definitive evidence (12/05/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fbbb72c5-84a0-4096-8d49-6df506cfee0e-2022-12-05T170000.000Z","Hemostasis Thrombosis","Moderate Actionability (08/26/2022) | Strong Actionability (08/26/2022)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC107 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC107","Adult Actionability Working Group | Pediatric Actionability Working Group"
"ACVRL1","HGNC:175","https://search.clinicalgenome.org/kb/genes/HGNC:175","hereditary hemorrhagic telangiectasia","MONDO:0019180","https://search.clinicalgenome.org/kb/conditions/MONDO:0019180","N/A","3 - Sufficient Evidence for Haploinsufficiency (02/11/2025)","0 - No Evidence for Triplosensitivity (02/11/2025)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:175","Dosage Working Group","","","","Moderate Actionability (08/26/2022) | Strong Actionability (08/26/2022)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC107 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC107","Adult Actionability Working Group | Pediatric Actionability Working Group"
"ACY1","HGNC:177","https://search.clinicalgenome.org/kb/genes/HGNC:177","aminoacylase 1 deficiency","MONDO:0012368","https://search.clinicalgenome.org/kb/conditions/MONDO:0012368","Autosomal recessive inheritance","","","","","definitive evidence (09/25/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_67196825-d32f-4070-9c15-debaa2287b73-2020-09-25T160000.000Z","Aminoacidopathy","","",""
"ADA","HGNC:186","https://search.clinicalgenome.org/kb/genes/HGNC:186","severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency","MONDO:0007064","https://search.clinicalgenome.org/kb/conditions/MONDO:0007064","Autosomal recessive inheritance","","","","","definitive evidence (11/19/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_664ba77c-3db6-47da-941e-316ac819432a-2020-11-19T170000.000Z","SCID-CID","","",""
"ADA2","HGNC:1839","https://search.clinicalgenome.org/kb/genes/HGNC:1839","deficiency of adenosine deaminase 2","MONDO:0100317","https://search.clinicalgenome.org/kb/conditions/MONDO:0100317","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1839","Dosage Working Group","definitive evidence (05/30/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e05f1338-6a58-4991-af3b-6433bd165a9f-2023-05-30T170000.000Z","Antibody Deficiencies GCEP","","",""
"ADA2","HGNC:1839","https://search.clinicalgenome.org/kb/genes/HGNC:1839","vasculitis due to ADA2 deficiency","MONDO:0014306","https://search.clinicalgenome.org/kb/conditions/MONDO:0014306","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1839","Dosage Working Group","","","","","",""
